faculty_id,program,unit_taught,cohort,session_num,session_date,average_class_trs,num_students_using,histogram_trs,weak_topics,strong_topics
F2001,GMBA,Leadership,GMBA_Aug24,3,2024-08-15,72.58881713351637,44,"[5, 20, 16, 23]","Simulation, Regression","Optimization, Leadership"
F2001,GMBA,Leadership,GMBA_Aug24,4,2024-08-26,76.89238653137723,52,"[5, 7, 17, 19]","Simulation, Regression","Machine Learning, Strategy"
F2001,GMBA,Leadership,GMBA_Aug24,5,2024-02-20,78.24480364511098,58,"[3, 20, 16, 25]","Forecasting, Stats","Optimization, Machine Learning"
F2001,GMBA,Leadership,GMBA_Aug24,6,2024-09-13,73.27721322872674,39,"[4, 16, 21, 18]","Forecasting, Regression","Strategy, Machine Learning"
F2001,GMBA,Strategy,GMBA_Feb24,1,2024-06-28,69.03102777137642,58,"[4, 18, 22, 24]","Forecasting, Simulation","Machine Learning, Strategy"
F2001,GMBA,Strategy,GMBA_Feb24,2,2024-10-04,94.54076342843878,36,"[1, 8, 24, 20]","Stats, Simulation","Machine Learning, Strategy"
F2001,GMBA,Strategy,GMBA_Feb24,3,2024-07-12,75.83216657925111,37,"[5, 7, 24, 8]","Simulation, Stats","Leadership, Machine Learning"
F2001,GMBA,Strategy,GMBA_Feb24,4,2024-02-21,84.26524347694259,35,"[4, 9, 15, 16]","Regression, Simulation","Strategy, Optimization"
F2001,GMBA,Strategy,GMBA_Feb24,5,2024-04-16,81.72378306143798,48,"[4, 16, 15, 20]","Stats, Forecasting","Leadership, Machine Learning"
F2001,GMBA,Strategy,GMBA_Feb24,6,2024-06-09,79.41279823623793,38,"[4, 7, 19, 15]","Forecasting, Simulation","Optimization, Strategy"
F2001,GMBA,Strategy,GMBA_Aug24,1,2024-06-11,69.28420915168554,48,"[3, 13, 29, 7]","Simulation, Stats","Leadership, Optimization"
F2001,GMBA,Strategy,GMBA_Aug24,2,2024-05-20,78.46502778429027,57,"[5, 13, 26, 8]","Simulation, Forecasting","Leadership, Machine Learning"
F2001,GMBA,Strategy,GMBA_Aug24,3,2024-10-01,69.55664859598332,44,"[2, 7, 19, 25]","Forecasting, Simulation","Strategy, Optimization"
F2001,GMBA,Strategy,GMBA_Aug24,4,2024-11-09,79.99123232490822,39,"[1, 7, 20, 14]","Simulation, Forecasting","Optimization, Machine Learning"
F2001,GMBA,Strategy,GMBA_Aug24,5,2024-02-12,83.8246984968047,47,"[5, 12, 22, 19]","Simulation, Regression","Leadership, Machine Learning"
F2001,GMBA,Strategy,GMBA_Aug24,6,2024-01-03,74.16182205538858,51,"[2, 7, 25, 11]","Regression, Stats","Machine Learning, Strategy"
F2002,GMBA,Business Analytics,GMBA_Feb24,1,2024-07-20,80.11554917035511,52,"[1, 19, 28, 24]","Simulation, Stats","Optimization, Strategy"
F2002,GMBA,Business Analytics,GMBA_Feb24,2,2024-11-25,83.36685322732109,60,"[5, 9, 27, 8]","Stats, Simulation","Machine Learning, Strategy"
F2002,GMBA,Business Analytics,GMBA_Feb24,3,2024-04-23,66.72895517336708,56,"[1, 20, 27, 25]","Stats, Regression","Strategy, Machine Learning"
F2002,GMBA,Business Analytics,GMBA_Feb24,4,2024-12-10,87.96744819690056,46,"[2, 9, 15, 16]","Simulation, Forecasting","Optimization, Machine Learning"
F2002,GMBA,Business Analytics,GMBA_Feb24,5,2024-02-18,81.23245859854428,38,"[1, 19, 24, 10]","Simulation, Regression","Leadership, Optimization"
F2002,GMBA,Business Analytics,GMBA_Feb24,6,2024-02-22,87.37488105710158,43,"[4, 20, 15, 25]","Regression, Forecasting","Strategy, Machine Learning"
F2002,GMBA,Business Analytics,GMBA_Aug24,1,2024-06-23,85.84590676516132,54,"[2, 20, 20, 22]","Stats, Regression","Strategy, Optimization"
F2002,GMBA,Business Analytics,GMBA_Aug24,2,2024-06-14,88.10006700690755,37,"[3, 17, 27, 20]","Stats, Forecasting","Optimization, Machine Learning"
F2002,GMBA,Business Analytics,GMBA_Aug24,3,2024-11-20,72.01135102522295,36,"[3, 13, 21, 8]","Regression, Forecasting","Optimization, Strategy"
F2002,GMBA,Business Analytics,GMBA_Aug24,4,2024-02-15,75.43977241200068,43,"[5, 14, 20, 21]","Stats, Simulation","Machine Learning, Strategy"
F2002,GMBA,Business Analytics,GMBA_Aug24,5,2024-06-27,78.65197430014912,54,"[2, 9, 16, 24]","Forecasting, Regression","Machine Learning, Strategy"
F2002,GMBA,Business Analytics,GMBA_Aug24,6,2024-11-20,94.74087616153125,35,"[5, 10, 19, 9]","Forecasting, Stats","Strategy, Machine Learning"
F2002,GMBA,Corporate Finance,GMBA_Feb24,1,2024-02-18,71.48392606400152,53,"[4, 18, 28, 12]","Simulation, Forecasting","Strategy, Leadership"
F2002,GMBA,Corporate Finance,GMBA_Feb24,2,2024-01-28,83.31856788108607,43,"[2, 18, 28, 11]","Stats, Forecasting","Leadership, Strategy"
F2002,GMBA,Corporate Finance,GMBA_Feb24,3,2024-05-18,75.18210588510182,52,"[5, 9, 30, 13]","Stats, Regression","Optimization, Leadership"
F2002,GMBA,Corporate Finance,GMBA_Feb24,4,2024-05-17,69.75777015626383,43,"[2, 14, 23, 24]","Regression, Forecasting","Optimization, Strategy"
F2002,GMBA,Corporate Finance,GMBA_Feb24,5,2024-12-14,75.9837153799386,36,"[2, 9, 30, 11]","Forecasting, Simulation","Strategy, Leadership"
F2002,GMBA,Corporate Finance,GMBA_Feb24,6,2024-04-17,84.32223992324597,48,"[3, 13, 19, 16]","Regression, Stats","Strategy, Optimization"
F2002,GMBA,Corporate Finance,GMBA_Aug24,1,2024-05-03,82.05077371840453,40,"[2, 18, 25, 20]","Forecasting, Stats","Strategy, Leadership"
F2002,GMBA,Corporate Finance,GMBA_Aug24,2,2024-12-21,87.95135190059602,39,"[1, 11, 25, 9]","Regression, Stats","Strategy, Machine Learning"
F2002,GMBA,Corporate Finance,GMBA_Aug24,3,2024-09-22,72.81727815600019,42,"[4, 18, 27, 21]","Regression, Stats","Machine Learning, Leadership"
F2002,GMBA,Corporate Finance,GMBA_Aug24,4,2024-02-04,91.22511758794045,43,"[2, 15, 26, 19]","Simulation, Regression","Strategy, Leadership"
F2002,GMBA,Corporate Finance,GMBA_Aug24,5,2024-10-15,77.4974369816694,51,"[4, 20, 24, 10]","Simulation, Regression","Leadership, Machine Learning"
F2002,GMBA,Corporate Finance,GMBA_Aug24,6,2024-03-23,74.47544848094184,43,"[1, 9, 18, 14]","Regression, Stats","Leadership, Strategy"
F2002,GMBA,Leadership,GMBA_Feb24,1,2024-06-09,65.17936085918144,48,"[3, 15, 28, 22]","Regression, Simulation","Leadership, Optimization"
F2002,GMBA,Leadership,GMBA_Feb24,2,2024-07-13,83.52422239259961,49,"[3, 12, 15, 13]","Forecasting, Simulation","Optimization, Machine Learning"
F2002,GMBA,Leadership,GMBA_Feb24,3,2024-06-28,73.11812936788925,44,"[1, 19, 26, 13]","Forecasting, Simulation","Leadership, Strategy"
F2002,GMBA,Leadership,GMBA_Feb24,4,2024-01-24,90.2336296861056,58,"[1, 8, 25, 12]","Simulation, Forecasting","Machine Learning, Leadership"
F2002,GMBA,Leadership,GMBA_Feb24,5,2024-01-27,84.686728618846,39,"[1, 7, 26, 15]","Simulation, Forecasting","Optimization, Machine Learning"
F2002,GMBA,Leadership,GMBA_Feb24,6,2024-08-22,84.21348126880233,56,"[5, 15, 26, 23]","Forecasting, Regression","Optimization, Leadership"
F2002,GMBA,Leadership,GMBA_Aug24,1,2024-04-26,83.43211363668206,42,"[5, 14, 25, 17]","Regression, Stats","Strategy, Machine Learning"
F2002,GMBA,Leadership,GMBA_Aug24,2,2024-10-06,79.29549454113996,59,"[5, 8, 15, 10]","Forecasting, Stats","Optimization, Machine Learning"
F2002,GMBA,Leadership,GMBA_Aug24,3,2024-04-01,85.81507162443339,35,"[5, 18, 22, 24]","Forecasting, Simulation","Strategy, Leadership"
F2002,GMBA,Leadership,GMBA_Aug24,4,2024-04-21,91.26415315255457,36,"[1, 16, 20, 17]","Forecasting, Stats","Optimization, Machine Learning"
F2002,GMBA,Leadership,GMBA_Aug24,5,2024-07-20,73.08647454472379,47,"[4, 13, 21, 15]","Stats, Simulation","Strategy, Leadership"
F2002,GMBA,Leadership,GMBA_Aug24,6,2024-09-04,66.48350563872935,39,"[1, 17, 20, 17]","Stats, Simulation","Optimization, Strategy"
F2002,GMBA,Strategy,GMBA_Feb24,1,2024-02-12,75.3288477557839,42,"[1, 9, 30, 7]","Regression, Stats","Machine Learning, Optimization"
F2002,GMBA,Strategy,GMBA_Feb24,2,2024-08-20,79.35460413593579,44,"[3, 19, 16, 10]","Forecasting, Regression","Leadership, Optimization"
F2002,GMBA,Strategy,GMBA_Feb24,3,2024-12-22,67.85621110793245,40,"[2, 16, 15, 20]","Simulation, Forecasting","Leadership, Strategy"
F2002,GMBA,Strategy,GMBA_Feb24,4,2024-01-27,86.32142759999167,42,"[3, 8, 24, 14]","Simulation, Forecasting","Machine Learning, Leadership"
F2002,GMBA,Strategy,GMBA_Feb24,5,2024-10-09,67.08378896181333,45,"[5, 14, 20, 19]","Simulation, Stats","Strategy, Machine Learning"
F2002,GMBA,Strategy,GMBA_Feb24,6,2024-04-05,68.55084066644659,59,"[5, 7, 26, 12]","Regression, Forecasting","Machine Learning, Strategy"
F2002,GMBA,Strategy,GMBA_Aug24,1,2024-08-24,87.11755492436282,54,"[5, 11, 16, 19]","Stats, Simulation","Machine Learning, Optimization"
F2002,GMBA,Strategy,GMBA_Aug24,2,2024-06-26,77.5718121168539,47,"[4, 14, 24, 13]","Forecasting, Stats","Machine Learning, Optimization"
F2002,GMBA,Strategy,GMBA_Aug24,3,2024-08-07,70.34193153605987,55,"[2, 9, 30, 14]","Stats, Simulation","Strategy, Leadership"
F2002,GMBA,Strategy,GMBA_Aug24,4,2024-03-16,88.85656651848235,46,"[2, 19, 21, 8]","Forecasting, Simulation","Leadership, Optimization"
F2002,GMBA,Strategy,GMBA_Aug24,5,2024-09-11,75.82873996942203,56,"[5, 17, 19, 24]","Forecasting, Stats","Strategy, Machine Learning"
F2002,GMBA,Strategy,GMBA_Aug24,6,2024-10-02,80.4329625592988,40,"[1, 15, 21, 22]","Regression, Simulation","Strategy, Leadership"
F2003,GMBA,Business Analytics,GMBA_Feb24,1,2024-08-05,79.58083938247631,35,"[1, 19, 26, 24]","Regression, Forecasting","Optimization, Strategy"
F2003,GMBA,Business Analytics,GMBA_Feb24,2,2024-01-13,75.47384731810828,49,"[4, 17, 21, 23]","Forecasting, Regression","Leadership, Strategy"
F2003,GMBA,Business Analytics,GMBA_Feb24,3,2024-06-16,95.09787423296311,42,"[2, 7, 29, 21]","Stats, Forecasting","Optimization, Leadership"
F2003,GMBA,Business Analytics,GMBA_Feb24,4,2024-11-12,77.4052839598473,47,"[4, 19, 26, 21]","Regression, Forecasting","Leadership, Strategy"
F2003,GMBA,Business Analytics,GMBA_Feb24,5,2024-06-15,73.04448082489105,44,"[4, 10, 25, 16]","Regression, Simulation","Strategy, Machine Learning"
F2003,GMBA,Business Analytics,GMBA_Feb24,6,2024-02-01,81.44382013506312,48,"[1, 13, 27, 13]","Forecasting, Regression","Strategy, Machine Learning"
F2003,GMBA,Business Analytics,GMBA_Aug24,1,2024-11-16,78.32931761083944,45,"[1, 11, 28, 18]","Forecasting, Stats","Strategy, Optimization"
F2003,GMBA,Business Analytics,GMBA_Aug24,2,2024-03-11,80.77390584935834,48,"[4, 19, 24, 23]","Regression, Simulation","Machine Learning, Strategy"
F2003,GMBA,Business Analytics,GMBA_Aug24,3,2024-12-17,68.26204408119773,52,"[4, 10, 20, 21]","Simulation, Stats","Machine Learning, Strategy"
F2003,GMBA,Business Analytics,GMBA_Aug24,4,2024-03-21,73.93270381258165,36,"[3, 15, 18, 18]","Regression, Forecasting","Machine Learning, Leadership"
F2003,GMBA,Business Analytics,GMBA_Aug24,5,2024-03-05,96.57743133889093,58,"[3, 16, 27, 23]","Simulation, Regression","Strategy, Machine Learning"
F2003,GMBA,Business Analytics,GMBA_Aug24,6,2024-10-10,78.59404022929067,35,"[2, 10, 29, 20]","Stats, Forecasting","Machine Learning, Optimization"
F2003,GMBA,Corporate Finance,GMBA_Feb24,1,2024-03-24,73.6136453936655,55,"[4, 20, 28, 14]","Regression, Simulation","Machine Learning, Optimization"
F2003,GMBA,Corporate Finance,GMBA_Feb24,2,2024-01-13,85.15868783485726,37,"[1, 8, 30, 15]","Forecasting, Regression","Optimization, Strategy"
F2003,GMBA,Corporate Finance,GMBA_Feb24,3,2024-02-20,71.45706916246625,53,"[2, 19, 24, 12]","Forecasting, Regression","Machine Learning, Leadership"
F2003,GMBA,Corporate Finance,GMBA_Feb24,4,2024-08-14,84.02966832539398,58,"[1, 14, 20, 13]","Simulation, Stats","Leadership, Optimization"
F2003,GMBA,Corporate Finance,GMBA_Feb24,5,2024-07-19,84.0909902509746,49,"[5, 18, 30, 24]","Regression, Stats","Strategy, Leadership"
F2003,GMBA,Corporate Finance,GMBA_Feb24,6,2024-09-20,76.56112283420005,53,"[1, 11, 15, 7]","Simulation, Stats","Strategy, Leadership"
F2003,GMBA,Corporate Finance,GMBA_Aug24,1,2024-03-13,87.06719085884085,59,"[2, 18, 23, 24]","Forecasting, Stats","Machine Learning, Strategy"
F2003,GMBA,Corporate Finance,GMBA_Aug24,2,2024-01-27,76.88191835239603,35,"[5, 16, 30, 13]","Stats, Regression","Leadership, Optimization"
F2003,GMBA,Corporate Finance,GMBA_Aug24,3,2024-12-13,76.67107138166322,52,"[3, 11, 17, 15]","Regression, Simulation","Machine Learning, Optimization"
F2003,GMBA,Corporate Finance,GMBA_Aug24,4,2024-02-03,72.51363293122787,55,"[2, 16, 18, 22]","Forecasting, Stats","Leadership, Strategy"
F2003,GMBA,Corporate Finance,GMBA_Aug24,5,2024-04-03,79.09879511228401,40,"[5, 19, 21, 9]","Simulation, Regression","Optimization, Leadership"
F2003,GMBA,Corporate Finance,GMBA_Aug24,6,2024-06-13,85.4213637262987,58,"[5, 8, 26, 12]","Stats, Simulation","Leadership, Machine Learning"
F2003,GMBA,Leadership,GMBA_Feb24,1,2024-02-27,73.5914542122434,55,"[1, 7, 28, 17]","Forecasting, Simulation","Optimization, Leadership"
F2003,GMBA,Leadership,GMBA_Feb24,2,2024-09-15,72.86872861700836,44,"[5, 10, 28, 25]","Stats, Regression","Optimization, Machine Learning"
F2003,GMBA,Leadership,GMBA_Feb24,3,2024-03-16,89.47742079809537,37,"[2, 9, 15, 18]","Regression, Simulation","Machine Learning, Strategy"
F2003,GMBA,Leadership,GMBA_Feb24,4,2024-10-16,92.52653607782725,56,"[5, 15, 30, 10]","Stats, Simulation","Strategy, Leadership"
F2003,GMBA,Leadership,GMBA_Feb24,5,2024-02-19,83.93953473478393,40,"[3, 10, 30, 8]","Regression, Forecasting","Strategy, Leadership"
F2003,GMBA,Leadership,GMBA_Feb24,6,2024-08-08,94.8216324475931,50,"[2, 11, 29, 25]","Simulation, Stats","Leadership, Strategy"
F2003,GMBA,Leadership,GMBA_Aug24,1,2024-06-05,90.09883668376933,42,"[4, 15, 15, 13]","Regression, Simulation","Leadership, Machine Learning"
F2003,GMBA,Leadership,GMBA_Aug24,2,2024-07-22,81.63049541852016,58,"[2, 17, 29, 21]","Forecasting, Stats","Machine Learning, Strategy"
F2003,GMBA,Leadership,GMBA_Aug24,3,2024-08-02,76.51426101320051,37,"[5, 19, 29, 25]","Stats, Forecasting","Machine Learning, Leadership"
F2003,GMBA,Leadership,GMBA_Aug24,4,2024-06-15,69.12191805979678,48,"[5, 15, 23, 23]","Forecasting, Simulation","Leadership, Machine Learning"
F2003,GMBA,Leadership,GMBA_Aug24,5,2024-09-12,82.49234763156116,40,"[4, 19, 28, 18]","Regression, Forecasting","Machine Learning, Leadership"
F2003,GMBA,Leadership,GMBA_Aug24,6,2024-09-27,83.68221104462263,48,"[1, 19, 23, 18]","Regression, Stats","Machine Learning, Strategy"
F2003,GMBA,Strategy,GMBA_Feb24,1,2024-08-21,69.26554978725807,55,"[5, 9, 20, 13]","Regression, Stats","Strategy, Leadership"
F2003,GMBA,Strategy,GMBA_Feb24,2,2024-07-06,80.04218321771246,40,"[3, 8, 18, 11]","Stats, Regression","Optimization, Leadership"
F2003,GMBA,Strategy,GMBA_Feb24,3,2024-09-06,75.50827231991256,48,"[5, 15, 19, 20]","Regression, Stats","Leadership, Optimization"
F2003,GMBA,Strategy,GMBA_Feb24,4,2024-03-12,69.27371573985234,53,"[4, 12, 28, 7]","Simulation, Stats","Machine Learning, Leadership"
F2003,GMBA,Strategy,GMBA_Feb24,5,2024-02-26,85.642960504426,58,"[4, 16, 25, 16]","Simulation, Forecasting","Optimization, Machine Learning"
F2003,GMBA,Strategy,GMBA_Feb24,6,2024-01-05,88.96438466266191,58,"[5, 9, 27, 24]","Forecasting, Stats","Leadership, Machine Learning"
F2003,GMBA,Strategy,GMBA_Aug24,1,2024-03-18,81.21527388427751,44,"[1, 13, 26, 19]","Stats, Simulation","Strategy, Leadership"
F2003,GMBA,Strategy,GMBA_Aug24,2,2024-11-03,91.67520246988774,45,"[5, 9, 18, 8]","Regression, Forecasting","Strategy, Machine Learning"
F2003,GMBA,Strategy,GMBA_Aug24,3,2024-12-09,86.1299712047407,49,"[1, 7, 18, 17]","Forecasting, Stats","Strategy, Machine Learning"
F2003,GMBA,Strategy,GMBA_Aug24,4,2024-09-09,78.85289025470361,45,"[4, 8, 26, 14]","Stats, Simulation","Optimization, Leadership"
F2003,GMBA,Strategy,GMBA_Aug24,5,2024-11-25,75.62403838574129,50,"[5, 10, 29, 15]","Forecasting, Simulation","Leadership, Strategy"
F2003,GMBA,Strategy,GMBA_Aug24,6,2024-05-12,82.34880238027831,58,"[2, 7, 28, 7]","Simulation, Stats","Strategy, Leadership"
F2004,GMBA,Business Analytics,GMBA_Feb24,1,2024-05-12,83.38161512443627,37,"[4, 15, 24, 19]","Simulation, Forecasting","Strategy, Machine Learning"
F2004,GMBA,Business Analytics,GMBA_Feb24,2,2024-07-09,76.08182972572882,52,"[5, 9, 22, 15]","Stats, Regression","Strategy, Leadership"
F2004,GMBA,Business Analytics,GMBA_Feb24,3,2024-10-26,84.4523523404083,46,"[2, 10, 18, 24]","Simulation, Stats","Machine Learning, Optimization"
F2004,GMBA,Business Analytics,GMBA_Feb24,4,2024-01-06,85.54010368174157,57,"[3, 17, 16, 21]","Regression, Forecasting","Strategy, Optimization"
F2004,GMBA,Business Analytics,GMBA_Feb24,5,2024-05-14,68.49524743520142,52,"[2, 8, 19, 15]","Simulation, Forecasting","Optimization, Leadership"
F2004,GMBA,Business Analytics,GMBA_Feb24,6,2024-10-08,83.19505030687277,59,"[3, 8, 28, 21]","Simulation, Stats","Machine Learning, Leadership"
F2004,GMBA,Business Analytics,GMBA_Aug24,1,2024-08-09,88.439939331582,60,"[5, 7, 29, 19]","Simulation, Stats","Strategy, Leadership"
F2004,GMBA,Business Analytics,GMBA_Aug24,2,2024-11-12,91.16511584098004,60,"[2, 19, 25, 23]","Forecasting, Stats","Machine Learning, Leadership"
F2004,GMBA,Business Analytics,GMBA_Aug24,3,2024-02-14,83.99742247349762,36,"[2, 14, 26, 19]","Regression, Stats","Leadership, Machine Learning"
F2004,GMBA,Business Analytics,GMBA_Aug24,4,2024-10-22,84.80732531554064,58,"[3, 19, 18, 18]","Regression, Stats","Strategy, Optimization"
F2004,GMBA,Business Analytics,GMBA_Aug24,5,2024-10-25,87.07507742204496,49,"[1, 15, 18, 14]","Stats, Forecasting","Machine Learning, Leadership"
F2004,GMBA,Business Analytics,GMBA_Aug24,6,2024-12-25,85.1692355468607,60,"[3, 13, 15, 15]","Forecasting, Regression","Optimization, Leadership"
F2004,GMBA,Corporate Finance,GMBA_Feb24,1,2024-11-16,83.03259911218655,49,"[5, 12, 17, 10]","Regression, Stats","Optimization, Machine Learning"
F2004,GMBA,Corporate Finance,GMBA_Feb24,2,2024-02-18,78.22115610724718,45,"[3, 16, 16, 18]","Simulation, Forecasting","Leadership, Optimization"
F2004,GMBA,Corporate Finance,GMBA_Feb24,3,2024-07-15,84.28471605650395,56,"[5, 13, 18, 18]","Forecasting, Regression","Strategy, Optimization"
F2004,GMBA,Corporate Finance,GMBA_Feb24,4,2024-01-05,87.4934967265489,60,"[2, 17, 20, 9]","Simulation, Forecasting","Leadership, Strategy"
F2004,GMBA,Corporate Finance,GMBA_Feb24,5,2024-01-14,76.98434717267276,40,"[1, 8, 20, 23]","Regression, Forecasting","Optimization, Machine Learning"
F2004,GMBA,Corporate Finance,GMBA_Feb24,6,2024-04-12,73.18735638164281,59,"[2, 20, 21, 9]","Forecasting, Regression","Optimization, Machine Learning"
F2004,GMBA,Corporate Finance,GMBA_Aug24,1,2024-03-13,80.30615024375723,47,"[3, 14, 17, 19]","Stats, Regression","Machine Learning, Optimization"
F2004,GMBA,Corporate Finance,GMBA_Aug24,2,2024-08-05,77.27558592583274,37,"[1, 9, 27, 9]","Regression, Stats","Machine Learning, Leadership"
F2004,GMBA,Corporate Finance,GMBA_Aug24,3,2024-09-07,80.66258602226515,36,"[3, 14, 22, 7]","Simulation, Stats","Strategy, Machine Learning"
F2004,GMBA,Corporate Finance,GMBA_Aug24,4,2024-12-28,74.69773446153454,37,"[3, 17, 15, 22]","Simulation, Stats","Machine Learning, Leadership"
F2004,GMBA,Corporate Finance,GMBA_Aug24,5,2024-09-26,90.85021620852764,44,"[4, 8, 19, 24]","Regression, Forecasting","Machine Learning, Optimization"
F2004,GMBA,Corporate Finance,GMBA_Aug24,6,2024-04-09,70.03289164346762,54,"[2, 19, 25, 21]","Regression, Forecasting","Optimization, Strategy"
F2004,GMBA,Leadership,GMBA_Feb24,1,2024-11-06,71.84440439826875,53,"[4, 15, 20, 25]","Stats, Simulation","Machine Learning, Optimization"
F2004,GMBA,Leadership,GMBA_Feb24,2,2024-05-19,77.07742067463712,53,"[4, 20, 22, 18]","Forecasting, Simulation","Optimization, Leadership"
F2004,GMBA,Leadership,GMBA_Feb24,3,2024-12-15,81.73846751934776,41,"[3, 15, 17, 13]","Regression, Simulation","Strategy, Leadership"
F2004,GMBA,Leadership,GMBA_Feb24,4,2024-05-15,72.41505633485227,35,"[3, 20, 29, 10]","Regression, Forecasting","Machine Learning, Optimization"
F2004,GMBA,Leadership,GMBA_Feb24,5,2024-11-15,90.25629284139951,54,"[1, 17, 15, 25]","Regression, Simulation","Leadership, Strategy"
